id,name,age,age_bucket,score,score_category,rating,balance,is_active,birth_date,days_since_birth,created_at,tag_count,tags_str,street,city,zip_code,category_id,byte_flag,high_value
4620,user_04620,23,young,80.96,high,1.07,-7685.23,true,1960-02-07,24173,2020-06-11 10:32:51,2,"books, beauty",Pine Rd,Dallas,19744,18,121,false
4622,user_04622,22,young,29.57,low,2.61,-3964.41,true,2002-02-16,8823,2020-04-06 11:46:23,1,clothing,Elm Blvd,Philadelphia,81351,27,126,false
4625,user_04625,79,senior,70.26,high,4.57,35958.26,true,1964-09-07,22499,2022-10-24 10:42:40,1,food,Washington St,Houston,26707,37,14,true
4626,user_04626,72,senior,95.16,high,2.14,-6589.25,false,1980-11-29,16572,2023-03-04 23:48:06,1,food,Main St,Philadelphia,15380,84,98,false
4627,user_04627,22,young,47.17,medium,1.33,40897.06,true,1972-03-12,19756,2026-01-17 17:41:12,2,"beauty, electronics",Maple Dr,Philadelphia,94723,8,36,false
4628,user_04628,55,senior,56.81,medium,1.68,-701.59,true,2005-04-17,7667,2026-01-28 04:23:59,4,"home, books, toys, food",Oak Ave,Houston,66266,43,24,false
4630,user_04630,78,senior,64.57,medium,3.7,26705.54,true,1982-02-20,16124,2020-09-30 11:49:53,2,"books, electronics",Park Ave,New York,74714,12,110,false
4631,user_04631,22,young,87.77,high,3.62,12627.34,true,1991-09-16,12629,2023-10-30 05:12:38,3,"home, sports, toys",Main St,Philadelphia,45241,91,126,false
4633,user_04633,76,senior,26.53,low,3.76,40174.2,true,1986-07-27,14506,2023-08-07 11:44:16,3,"sports, food, clothing",Elm Blvd,Los Angeles,20399,44,76,false
4635,user_04635,51,senior,55.06,medium,2.82,41868.73,true,1964-08-24,22513,2025-10-27 03:45:22,4,"toys, clothing, electronics, beauty",Cedar Ln,Philadelphia,31370,67,108,false
4637,user_04637,53,senior,70.75,high,2.43,-2757.11,false,1969-02-17,20875,2020-03-31 14:33:31,2,"home, sports",Pine Rd,San Antonio,82995,55,112,false
4638,user_04638,60,senior,0.39,low,1.37,33848.69,true,2004-03-14,8066,2025-12-02 20:44:39,3,"toys, electronics, beauty",Cedar Ln,New York,76354,11,31,false
4639,user_04639,25,young,97.44,high,4.19,-8418.83,false,1993-03-20,12078,2022-11-25 12:31:49,4,"sports, toys, home, clothing",Oak Ave,Philadelphia,67034,67,25,false
4641,user_04641,60,senior,20.29,low,1.03,1257.85,true,1966-04-06,21923,2021-08-13 00:40:50,4,"books, electronics, home, clothing",Maple Dr,Dallas,96004,10,0,false
4642,user_04642,62,senior,34.52,medium,4.65,27016.42,true,2002-12-01,8535,2024-01-22 19:16:02,4,"food, toys, electronics, sports",Washington St,Los Angeles,73159,49,73,false
4646,user_04646,76,senior,19.63,low,2.3,18332.65,true,1970-09-04,20311,2022-09-18 17:24:19,2,"toys, beauty",Park Ave,Chicago,34843,85,2,false
4648,user_04648,72,senior,78.72,high,1.72,1756.61,true,1983-08-06,15592,2025-05-25 05:39:08,1,home,Oak Ave,Phoenix,49496,21,125,false
4651,user_04651,80,senior,12.62,low,1.12,49935.58,true,1979-05-05,17146,2025-05-19 17:49:06,1,electronics,Washington St,Dallas,11712,87,46,false
4652,user_04652,75,senior,60.11,medium,1.71,9014.05,true,1972-10-04,19550,2026-01-24 18:58:38,4,"beauty, clothing, electronics, home",Park Ave,Houston,40313,22,90,false
4654,user_04654,28,young,15.98,low,3.34,29295.85,true,1996-12-08,10719,2024-12-17 08:23:32,1,books,Oak Ave,Phoenix,41429,57,27,false
4655,user_04655,30,young,2.82,low,2.47,8515.89,true,1988-11-07,13672,2024-09-14 20:48:02,4,"beauty, toys, food, home",Park Ave,Houston,11344,20,116,false
4656,user_04656,52,senior,88.68,high,3.62,30260.88,true,1971-08-22,19959,2020-09-26 07:49:03,3,"beauty, clothing, books",Elm Blvd,Houston,99616,20,1,true
4657,user_04657,27,young,50.34,medium,3.36,18348.85,true,1965-10-03,22108,2020-02-18 04:20:41,2,"electronics, toys",Cedar Ln,San Antonio,23073,38,28,false
4658,user_04658,45,middle,98.87,high,3.23,31191.09,false,2002-12-05,8531,2025-06-16 11:23:51,1,clothing,Washington St,Los Angeles,18331,48,104,true
4659,user_04659,59,senior,43.28,medium,1.96,32242.49,true,1996-06-18,10892,2023-07-31 13:06:53,1,sports,Park Ave,Los Angeles,84611,18,113,false
4660,user_04660,19,young,57.73,medium,1.81,46244.42,true,1974-04-03,19004,2024-08-20 16:01:20,2,"clothing, books",Cedar Ln,San Antonio,66953,57,88,false
4662,user_04662,29,young,27.83,low,4.47,48727.33,true,1991-08-18,12658,2023-07-26 11:36:38,4,"food, electronics, sports, toys",Pine Rd,New York,68515,83,4,false
4663,user_04663,35,middle,74.16,high,1.56,380.47,true,1964-06-15,22583,2024-05-22 03:53:21,3,"electronics, home, beauty",Oak Ave,Phoenix,73409,85,26,false
4664,user_04664,79,senior,79.65,high,3.02,-2048.96,true,1996-07-14,10866,2024-07-24 12:27:02,4,"beauty, clothing, sports, food",Elm Blvd,Los Angeles,70785,31,68,false
4665,user_04665,55,senior,52.07,medium,4.82,48947.53,true,1972-02-14,19783,2024-11-11 05:08:11,1,clothing,Oak Ave,Philadelphia,31395,51,102,false
4666,user_04666,34,middle,49.2,medium,4.87,35344.05,true,1981-10-13,16254,2025-09-15 04:08:26,3,"sports, books, beauty",Elm Blvd,Los Angeles,57555,51,107,false
4667,user_04667,58,senior,43.12,medium,2.34,29123.36,true,1981-07-24,16335,2023-01-17 18:25:27,1,home,Pine Rd,Dallas,91491,50,12,false
4668,user_04668,20,young,62.44,medium,2.57,4784.43,false,1992-06-14,12357,2025-11-26 23:01:12,3,"toys, home, books",Oak Ave,Philadelphia,27609,26,106,false
4669,user_04669,34,middle,98.8,high,3.54,31513.43,false,1981-02-20,16489,2025-07-07 19:53:55,3,"sports, toys, clothing",Cedar Ln,Chicago,32705,77,127,true
4671,user_04671,74,senior,38.46,medium,3.34,24207.12,true,1983-12-14,15462,2025-07-12 01:19:51,1,electronics,Oak Ave,Dallas,98511,43,87,false
4672,user_04672,26,young,97.12,high,4.24,-2097.01,false,2005-12-29,7411,2022-07-07 10:24:42,2,"beauty, electronics",Washington St,Dallas,98736,98,117,false
4673,user_04673,53,senior,97.24,high,4.3,34776.49,true,1983-08-27,15571,2021-11-19 13:29:49,4,"home, beauty, toys, clothing",Oak Ave,Houston,67559,49,21,true
4674,user_04674,50,middle,62.69,medium,2.91,48197.7,true,1965-05-05,22259,2021-04-28 06:26:53,3,"clothing, home, toys",Park Ave,Philadelphia,88370,22,28,false
4675,user_04675,34,middle,29.14,low,4.4,48467.16,true,1960-02-07,24173,2021-06-17 12:13:58,2,"electronics, beauty",Washington St,New York,31914,29,34,false
4679,user_04679,70,senior,78.92,high,2.07,8918.42,true,1961-06-21,23673,2025-05-30 10:21:53,2,"toys, books",Park Ave,San Antonio,86791,80,33,false
4681,user_04681,20,young,91.39,high,4.43,22178.66,false,1986-03-29,14626,2021-09-08 00:38:48,2,"electronics, sports",Maple Dr,San Antonio,81097,43,58,false
4682,user_04682,52,senior,88.93,high,1.71,16954.41,true,1995-01-09,11418,2025-05-12 14:13:52,3,"home, food, sports",Oak Ave,Chicago,44559,31,67,false
4683,user_04683,32,middle,43.6,medium,4.75,-5679.28,true,1992-12-30,12158,2021-07-20 00:50:10,2,"electronics, books",Elm Blvd,Phoenix,25478,99,17,false
4684,user_04684,34,middle,61.51,medium,2.33,36342.94,false,1991-11-27,12557,2021-04-04 03:45:28,3,"food, books, electronics",Park Ave,Houston,99790,46,42,false
4685,user_04685,57,senior,94.67,high,3.58,36079.55,true,1982-04-22,16063,2021-01-09 06:16:15,4,"toys, clothing, books, home",Washington St,Dallas,36443,44,74,true
4687,user_04687,58,senior,2.06,low,3.72,3947.24,true,1965-04-05,22289,2020-06-17 17:43:55,1,electronics,Elm Blvd,Dallas,13760,28,3,false
4688,user_04688,78,senior,17.34,low,3.24,97.43,true,1977-09-13,17745,2024-08-16 16:51:54,4,"clothing, food, electronics, toys",Oak Ave,Los Angeles,18004,14,119,false
4689,user_04689,73,senior,80.85,high,2.58,34166.75,true,1991-11-09,12575,2025-09-30 22:59:04,3,"books, clothing, home",Maple Dr,San Antonio,58102,62,12,true
4690,user_04690,76,senior,70.98,high,4.44,11573.42,true,1972-05-26,19681,2026-01-10 19:28:48,2,"beauty, electronics",Park Ave,Los Angeles,51592,90,95,false
4692,user_04692,65,senior,29.19,low,4.13,-4123.88,true,1966-01-23,21996,2023-09-10 01:07:31,1,beauty,Maple Dr,Chicago,13105,94,6,false
4693,user_04693,64,senior,24.43,low,1.64,-3442.37,true,1991-04-03,12795,2020-04-07 06:28:07,1,books,Washington St,Dallas,95114,35,44,false
4694,user_04694,40,middle,12.1,low,3.2,38604.73,true,1981-01-24,16516,2022-02-16 17:19:51,2,"clothing, food",Cedar Ln,Houston,55866,11,71,false
4695,user_04695,32,middle,46.43,medium,4.64,32966.07,true,1991-01-05,12883,2025-08-08 04:08:58,3,"beauty, clothing, home",Park Ave,Houston,84337,92,123,false
4697,user_04697,80,senior,67.06,high,1.8,35907.02,false,1980-07-18,16706,2021-04-16 21:20:20,3,"home, food, books",Pine Rd,Los Angeles,85398,95,7,true
4699,user_04699,49,middle,96.94,high,3.41,40284.96,false,1974-02-08,19058,2024-06-05 12:05:40,4,"beauty, food, clothing, books",Pine Rd,Dallas,64886,26,87,true
4701,user_04701,40,middle,84.7,high,1.27,33394.04,false,2003-05-23,8362,2022-11-18 09:04:13,1,beauty,Cedar Ln,Los Angeles,35500,35,60,true
4702,user_04702,75,senior,58.77,medium,2.79,31257.73,true,1969-05-17,20786,2022-07-16 12:48:47,3,"beauty, clothing, sports",Oak Ave,Chicago,92600,84,94,false
4705,user_04705,43,middle,68.66,high,2.39,18705.87,true,1988-08-22,13749,2023-12-09 06:17:39,4,"electronics, clothing, books, sports",Oak Ave,New York,92963,14,52,false
4706,user_04706,76,senior,98.41,high,3.77,-5376.55,true,1977-09-29,17729,2023-07-25 02:38:07,4,"toys, electronics, sports, clothing",Oak Ave,Los Angeles,86789,20,120,false
4709,user_04709,37,middle,67.43,high,4.1,229.88,true,1974-04-01,19006,2021-09-21 23:07:44,3,"electronics, toys, home",Main St,New York,42516,49,58,false
4711,user_04711,58,senior,11.1,low,3.17,25048.38,true,1997-01-08,10688,2026-03-29 18:34:47,1,sports,Park Ave,New York,60080,20,3,false
4713,user_04713,29,young,68.42,high,3.7,43696.28,true,1995-08-02,11213,2020-01-23 11:05:34,2,"books, sports",Main St,Philadelphia,87383,63,60,true
4716,user_04716,42,middle,88.5,high,1.94,923.25,true,1980-09-23,16639,2021-08-22 14:47:40,3,"home, clothing, electronics",Cedar Ln,Dallas,51930,89,64,false
4717,user_04717,26,young,72.66,high,1.05,-5151.44,true,1991-12-27,12527,2022-06-04 19:47:24,1,home,Park Ave,Los Angeles,50362,73,28,false
4719,user_04719,48,middle,14.27,low,2.58,30087.18,true,1991-11-14,12570,2023-01-28 03:10:47,3,"electronics, toys, home",Maple Dr,Philadelphia,21721,37,52,false
4720,user_04720,56,senior,26.66,low,1.23,17040.08,true,1964-03-28,22662,2025-02-24 17:27:22,4,"toys, home, electronics, clothing",Oak Ave,New York,38375,60,0,false
4723,user_04723,70,senior,56.33,medium,2.98,32930.12,true,1970-10-10,20275,2022-05-08 20:04:34,2,"books, food",Main St,Los Angeles,35733,95,46,false
4725,user_04725,62,senior,59.22,medium,3.5,11100.5,true,1983-07-11,15618,2022-04-12 15:21:42,2,"clothing, books",Oak Ave,Dallas,66022,79,119,false
4726,user_04726,71,senior,61.98,medium,3.48,-6987.85,true,1963-10-04,22838,2025-04-23 16:17:43,4,"home, electronics, sports, clothing",Pine Rd,New York,61527,31,124,false
4727,user_04727,55,senior,0.73,low,4.37,2009.48,true,1968-01-12,21277,2024-06-06 00:25:48,4,"sports, books, home, toys",Cedar Ln,Philadelphia,25040,88,82,false
4728,user_04728,79,senior,72.03,high,2.56,25008.74,true,1963-10-13,22829,2024-12-14 21:25:11,1,electronics,Oak Ave,Phoenix,60277,62,59,false
4729,user_04729,25,young,27.2,low,4.65,26822.5,true,1984-11-28,15112,2024-06-20 23:30:49,4,"electronics, sports, books, beauty",Maple Dr,Los Angeles,78036,59,124,false
4730,user_04730,58,senior,72.88,high,2.45,32648.14,false,1962-05-19,23341,2022-07-04 20:48:00,4,"beauty, books, home, electronics",Elm Blvd,Phoenix,57968,100,14,true
4731,user_04731,46,middle,67.2,high,2.84,-5705.11,true,1982-06-04,16020,2025-04-18 15:12:38,2,"clothing, electronics",Oak Ave,Houston,83407,63,14,false
4732,user_04732,24,young,97.4,high,2.03,30308.81,false,1977-10-30,17698,2024-05-03 06:43:34,2,"toys, home",Elm Blvd,Phoenix,61017,35,23,true
4733,user_04733,60,senior,35.52,medium,4.43,6721.36,true,1962-08-19,23249,2022-12-22 01:15:48,3,"books, clothing, electronics",Cedar Ln,Houston,59007,40,34,false
4736,user_04736,51,senior,75.96,high,2.63,-1500.76,true,1967-03-21,21574,2025-05-21 16:41:59,4,"food, books, sports, electronics",Elm Blvd,Los Angeles,52089,62,110,false
4737,user_04737,37,middle,25.82,low,2.33,22546.02,true,1965-05-16,22248,2024-01-05 05:26:47,2,"beauty, books",Oak Ave,Chicago,46203,77,75,false
4738,user_04738,54,senior,85.25,high,2.54,897.78,true,1994-03-15,11718,2023-10-29 14:26:50,3,"electronics, home, books",Pine Rd,New York,25778,54,94,false
4740,user_04740,56,senior,88.82,high,3.09,13600.62,true,1997-07-31,10484,2026-03-07 19:50:02,1,books,Pine Rd,Los Angeles,72258,24,11,false
4742,user_04742,22,young,30.37,low,4.31,5509.23,true,1964-11-05,22440,2023-10-10 16:30:23,3,"electronics, beauty, food",Main St,Los Angeles,33193,47,117,false
4744,user_04744,74,senior,52.07,medium,4.81,46530.89,true,1998-06-20,10160,2024-10-14 22:48:29,4,"sports, toys, clothing, home",Park Ave,New York,77227,17,123,false
4745,user_04745,80,senior,18.2,low,3.97,-3640.34,true,1977-01-28,17973,2023-09-07 00:22:22,2,"beauty, electronics",Oak Ave,Dallas,29776,91,6,false
4747,user_04747,62,senior,61.42,medium,4.24,-3059.48,true,1968-02-04,21254,2023-06-26 05:37:46,4,"electronics, books, home, toys",Oak Ave,New York,58541,71,27,false
4749,user_04749,71,senior,58.35,medium,1.24,42410.09,true,1989-06-15,13452,2022-09-02 06:36:19,2,"electronics, home",Main St,Houston,35802,55,34,false
4752,user_04752,41,middle,55.59,medium,3.69,44783.91,true,1981-04-12,16438,2021-11-28 17:54:34,3,"electronics, beauty, clothing",Main St,Phoenix,25544,57,98,false
4754,user_04754,46,middle,83.4,high,4.42,-1058.47,true,1965-03-21,22304,2025-09-22 08:33:53,1,electronics,Cedar Ln,Los Angeles,71357,80,74,false
4755,user_04755,24,young,16.56,low,4.37,3416.17,true,1993-09-14,11900,2021-09-14 03:09:48,3,"clothing, electronics, toys",Elm Blvd,Dallas,56526,98,86,false
4756,user_04756,59,senior,43.84,medium,4.53,47844.45,true,1998-11-22,10005,2020-09-16 03:56:16,3,"home, toys, clothing",Main St,Chicago,70623,50,28,false
4757,user_04757,69,senior,54.47,medium,1.59,1689.25,true,1972-10-19,19535,2024-06-18 09:52:01,1,books,Maple Dr,Dallas,34921,58,97,false
4759,user_04759,21,young,52.54,medium,1.16,31760.06,true,1991-05-24,12744,2024-01-29 19:47:29,2,"food, electronics",Elm Blvd,San Antonio,77389,45,78,false
4761,user_04761,73,senior,16.46,low,1.22,41406.35,true,1975-02-23,18678,2021-03-25 20:50:40,1,food,Washington St,Phoenix,19760,46,78,false
4762,user_04762,73,senior,88.79,high,3.03,44007.44,true,1996-09-03,10815,2024-11-07 02:24:51,1,food,Park Ave,Chicago,40987,22,86,true
4763,user_04763,47,middle,70.63,high,3.25,-4516.19,false,1983-12-25,15451,2021-07-18 07:42:49,1,home,Main St,Los Angeles,38419,11,81,false
4764,user_04764,21,young,75.63,high,2.61,-9713.73,true,1996-04-10,10961,2021-01-06 00:19:26,1,electronics,Park Ave,New York,84403,87,76,false
4765,user_04765,69,senior,81.38,high,3.81,7163.48,false,1977-11-27,17670,2022-07-05 16:43:58,1,books,Pine Rd,Dallas,97893,8,20,false
4766,user_04766,37,middle,85.61,high,4.07,29684.3,false,1988-03-25,13899,2022-03-10 13:07:42,3,"food, clothing, beauty",Cedar Ln,San Antonio,75588,48,119,false
4767,user_04767,70,senior,36.48,medium,1.59,-5889.34,true,2003-08-30,8263,2025-06-19 16:36:22,1,books,Maple Dr,Philadelphia,57845,40,2,false
4769,user_04769,51,senior,74.36,high,4.25,39652.12,true,1964-04-21,22638,2021-04-25 05:14:25,2,"electronics, home",Park Ave,Chicago,66557,93,118,true
4770,user_04770,74,senior,15.79,low,2.59,-5240.65,true,2005-12-06,7434,2022-10-14 21:59:14,1,home,Maple Dr,San Antonio,99667,6,107,false
4771,user_04771,25,young,1.05,low,1.61,4018.26,true,1969-07-02,20740,2025-08-21 23:08:10,2,"electronics, books",Maple Dr,New York,84618,15,17,false
4774,user_04774,34,middle,30.25,low,3.59,32936.17,true,1996-10-21,10767,2023-10-08 10:10:52,1,electronics,Pine Rd,Phoenix,96761,47,53,false
4775,user_04775,23,young,86.54,high,1.38,47437.61,false,1969-03-14,20850,2020-04-12 14:12:29,3,"electronics, books, food",Main St,Houston,32423,36,109,true
4777,user_04777,78,senior,96.62,high,2.08,15871.96,true,2005-11-15,7455,2025-02-13 23:27:33,2,"beauty, food",Cedar Ln,Philadelphia,76384,5,0,false
4778,user_04778,59,senior,2.48,low,4.64,47236.33,true,1997-05-16,10560,2026-01-14 01:45:51,4,"home, toys, beauty, electronics",Washington St,Chicago,23448,100,114,false
4779,user_04779,74,senior,59.24,medium,2.93,36661.28,true,1979-04-12,17169,2025-12-23 05:43:10,1,clothing,Main St,Houston,98672,18,22,false
4780,user_04780,55,senior,32.31,low,2.85,22343.67,true,1982-11-07,15864,2020-12-20 09:18:57,1,food,Park Ave,New York,90053,77,6,false
4781,user_04781,66,senior,92.24,high,4.81,2768.93,true,1965-02-12,22341,2023-07-11 05:53:54,4,"electronics, sports, toys, home",Washington St,Los Angeles,60899,49,123,false
4782,user_04782,72,senior,12.93,low,4.22,18209.88,true,1974-03-08,19030,2023-05-21 04:42:45,3,"beauty, home, electronics",Main St,Chicago,52507,8,88,false
4783,user_04783,53,senior,80.22,high,4.19,-5580.35,false,1993-04-30,12037,2021-01-28 17:11:00,3,"toys, sports, beauty",Maple Dr,Phoenix,18217,91,124,false
4784,user_04784,45,middle,66.59,medium,4.99,25769.98,true,1967-10-02,21379,2023-01-16 14:47:18,2,"home, electronics",Park Ave,New York,52112,82,81,false
4787,user_04787,41,middle,35.64,medium,4.01,41759.58,true,1966-03-29,21931,2024-07-31 13:14:48,2,"electronics, books",Main St,Houston,19202,85,120,false
4788,user_04788,34,middle,99.22,high,2.51,31031.35,false,1980-09-23,16639,2021-04-17 13:50:48,1,clothing,Pine Rd,New York,76059,26,11,true
4789,user_04789,59,senior,34.75,medium,1.21,12414.75,true,1980-11-28,16573,2021-09-08 05:52:14,3,"home, sports, clothing",Maple Dr,Chicago,35787,81,119,false
4791,user_04791,46,middle,70.42,high,2.74,5978.01,true,1973-03-10,19393,2022-04-26 10:17:33,2,"home, books",Washington St,New York,98110,95,103,false
4792,user_04792,47,middle,34.09,medium,3.74,40193.73,true,1962-03-25,23396,2022-09-01 14:45:15,2,"food, sports",Cedar Ln,Phoenix,79063,83,120,false
4793,user_04793,75,senior,5.89,low,2.76,43801.63,true,1968-02-13,21245,2020-05-07 02:39:58,3,"food, sports, home",Cedar Ln,San Antonio,16911,32,59,false
4794,user_04794,32,middle,89.34,high,2.27,-5466.53,true,1964-12-27,22388,2023-04-07 19:43:15,3,"clothing, food, books",Maple Dr,Philadelphia,91843,13,55,false
4795,user_04795,67,senior,19.69,low,4.05,20656.24,true,1984-08-15,15217,2026-02-13 15:32:45,4,"electronics, food, clothing, beauty",Maple Dr,Chicago,31606,93,77,false
4796,user_04796,61,senior,60.14,medium,3.95,38119.13,false,1968-03-03,21226,2023-01-06 15:08:16,4,"home, electronics, beauty, food",Maple Dr,Philadelphia,29068,66,119,false
4798,user_04798,80,senior,8.05,low,1.86,8824.8,true,1976-07-26,18159,2020-01-26 23:33:41,1,toys,Washington St,Los Angeles,78218,26,92,false
4801,user_04801,34,middle,64.7,medium,1.09,-8309.67,false,1979-11-16,16951,2020-10-04 20:00:24,1,electronics,Elm Blvd,Houston,21946,22,82,false
4802,user_04802,68,senior,48.06,medium,3.39,17944.48,true,1990-12-10,12909,2024-10-19 17:10:24,3,"clothing, books, home",Main St,Phoenix,68809,36,105,false
4805,user_04805,24,young,65.88,medium,2.83,29984.24,true,1967-11-02,21348,2021-06-18 20:54:40,1,books,Main St,Chicago,26912,100,87,false
4806,user_04806,53,senior,71.15,high,3.2,3300.19,true,1968-03-27,21202,2024-10-16 10:47:28,4,"sports, food, toys, electronics",Oak Ave,Dallas,33826,48,35,false
4807,user_04807,74,senior,38.63,medium,3.53,13781.9,true,1972-04-17,19720,2025-03-01 08:11:14,1,electronics,Elm Blvd,San Antonio,43301,66,86,false
4808,user_04808,49,middle,93.37,high,1.01,36336.98,true,1997-01-19,10677,2021-06-12 21:11:44,2,"food, toys",Main St,Los Angeles,53791,99,41,true
4810,user_04810,28,young,97.87,high,1.18,41426.1,true,1987-08-10,14127,2022-11-13 03:28:59,4,"beauty, clothing, sports, toys",Pine Rd,Phoenix,46194,99,22,true
4811,user_04811,50,middle,3.36,low,4.98,36439.08,true,1979-12-01,16936,2024-08-13 02:59:20,1,beauty,Cedar Ln,Chicago,21530,36,54,false
4812,user_04812,23,young,65.88,medium,2.34,48424.06,false,1992-11-05,12213,2023-08-19 13:38:40,4,"sports, books, clothing, beauty",Elm Blvd,Dallas,32557,49,18,false
4816,user_04816,66,senior,13.17,low,1.65,1517.67,true,1966-08-31,21776,2021-09-02 06:57:47,1,food,Cedar Ln,Phoenix,49811,87,126,false
4819,user_04819,53,senior,81.82,high,2.35,12054.6,false,1985-11-10,14765,2024-10-02 09:04:49,2,"beauty, food",Pine Rd,Houston,74093,74,99,false
4820,user_04820,74,senior,89.66,high,3.99,35890.62,false,1969-07-17,20725,2022-01-08 23:33:02,1,electronics,Elm Blvd,Philadelphia,88035,65,112,true
4821,user_04821,39,middle,76.76,high,3.59,13655.94,true,1969-09-11,20669,2024-04-17 16:05:25,2,"home, books",Oak Ave,New York,65299,36,98,false
4822,user_04822,79,senior,33.4,medium,3.79,-9324.79,true,2004-04-28,8021,2023-08-17 23:01:18,2,"home, toys",Pine Rd,Philadelphia,62334,94,80,false
4825,user_04825,28,young,73.06,high,2.32,34416.91,false,1999-05-07,9839,2023-03-14 02:52:18,1,clothing,Pine Rd,Los Angeles,54696,49,80,true
4826,user_04826,21,young,84.58,high,2.76,26311.1,true,1993-04-19,12048,2023-12-16 04:16:45,3,"electronics, beauty, food",Elm Blvd,New York,78418,94,109,false
4827,user_04827,50,middle,14.41,low,2.02,-9065.32,true,1987-10-30,14046,2021-02-12 01:07:25,4,"home, beauty, sports, toys",Main St,New York,30334,38,117,false
4828,user_04828,22,young,31.63,low,1.74,28238.86,true,2003-11-29,8172,2021-03-09 23:07:45,3,"food, electronics, beauty",Elm Blvd,Chicago,31530,27,8,false
4830,user_04830,79,senior,85.42,high,2.29,11811.96,false,1992-05-02,12400,2026-01-18 20:34:29,2,"food, toys",Park Ave,San Antonio,13953,73,21,false
4831,user_04831,71,senior,25.13,low,3.9,45163.1,true,1977-07-05,17815,2023-01-26 03:21:39,1,books,Oak Ave,Phoenix,15350,70,50,false
4832,user_04832,75,senior,31.82,low,4.45,13906.46,true,1984-12-25,15085,2022-05-06 06:26:15,2,"clothing, electronics",Main St,Dallas,60517,62,58,false
4833,user_04833,63,senior,80.06,high,2.64,46705.81,false,1992-08-09,12301,2020-04-15 19:23:47,4,"electronics, beauty, clothing, food",Pine Rd,San Antonio,30185,18,44,true
4834,user_04834,62,senior,74.16,high,2.49,33290.44,true,1964-09-17,22489,2025-08-14 08:20:11,4,"food, electronics, home, toys",Cedar Ln,Philadelphia,51538,20,0,true
4837,user_04837,55,senior,49.17,medium,2.62,-9728.84,true,1976-05-10,18236,2023-11-02 08:01:29,1,sports,Oak Ave,Chicago,58985,100,3,false
4838,user_04838,71,senior,34.98,medium,2.37,5654.25,true,1978-12-14,17288,2023-02-06 06:49:28,1,sports,Oak Ave,New York,16507,36,80,false
4839,user_04839,60,senior,59.09,medium,2.82,-700.16,true,1967-06-22,21481,2023-06-13 02:02:15,1,toys,Park Ave,San Antonio,47197,89,66,false
4840,user_04840,45,middle,43.03,medium,3.67,34167.85,true,1999-06-26,9789,2024-04-13 02:49:56,4,"toys, home, books, clothing",Washington St,San Antonio,61508,38,94,false
4841,user_04841,77,senior,99.82,high,1.89,16383.18,false,1986-08-03,14499,2025-11-20 19:54:56,3,"books, clothing, food",Pine Rd,Philadelphia,21305,4,88,false
4842,user_04842,25,young,87.64,high,1.71,30167.16,false,2001-12-06,8895,2021-07-07 13:54:37,2,"electronics, toys",Pine Rd,Los Angeles,64139,25,40,true
4843,user_04843,18,young,16.9,low,4.78,44531.38,true,1975-07-20,18531,2022-02-15 18:25:44,2,"food, electronics",Park Ave,New York,52734,95,84,false
4845,user_04845,38,middle,68.4,high,1.59,49326.83,true,1978-08-17,17407,2025-12-03 19:35:06,1,food,Cedar Ln,Phoenix,91945,4,28,true
4846,user_04846,39,middle,36.86,medium,3.28,14264.5,true,1966-12-05,21680,2020-09-29 20:19:04,4,"beauty, toys, books, home",Cedar Ln,Chicago,73261,3,2,false
4847,user_04847,56,senior,2.13,low,1.98,12663.69,true,1993-10-13,11871,2024-03-31 14:57:50,1,food,Maple Dr,Los Angeles,17170,96,21,false
4849,user_04849,73,senior,51.12,medium,1.79,28095.26,true,1981-11-12,16224,2023-03-07 23:24:43,2,"home, toys",Elm Blvd,Houston,17400,12,30,false
4850,user_04850,30,young,23.05,low,1.33,10658.45,true,1976-12-30,18002,2023-09-03 18:05:17,2,"clothing, electronics",Park Ave,Chicago,71308,47,97,false
4852,user_04852,29,young,69.81,high,2.8,24431.5,true,1983-12-25,15451,2023-02-17 04:32:16,4,"home, electronics, books, clothing",Cedar Ln,Los Angeles,65982,79,109,false
4853,user_04853,19,young,85.51,high,2.04,9138.0,true,1967-06-13,21490,2024-01-19 09:13:21,1,food,Main St,Houston,72213,64,118,false
4854,user_04854,47,middle,66.69,high,3.25,44055.38,false,1973-10-30,19159,2024-08-04 13:00:46,4,"food, toys, sports, beauty",Park Ave,Chicago,22882,2,12,true
4856,user_04856,27,young,7.07,low,2.35,10911.9,true,1979-02-21,17219,2025-01-14 22:50:58,2,"clothing, food",Cedar Ln,Chicago,38231,77,20,false
4857,user_04857,59,senior,48.41,medium,4.13,18944.92,true,1974-09-15,18839,2024-04-27 15:41:11,1,electronics,Main St,Philadelphia,22229,94,28,false
4858,user_04858,20,young,91.69,high,1.88,22828.84,true,1969-02-04,20888,2021-11-18 11:46:33,2,"electronics, clothing",Park Ave,New York,77767,52,5,false
4859,user_04859,35,middle,56.34,medium,2.6,-5705.86,true,1996-01-23,11039,2024-12-12 10:11:07,1,beauty,Washington St,New York,35058,17,15,false
4860,user_04860,42,middle,60.7,medium,3.55,-3218.47,true,1979-05-23,17128,2020-09-03 09:46:28,2,"beauty, home",Park Ave,Houston,47587,94,15,false
4861,user_04861,49,middle,98.46,high,4.57,42823.78,false,1975-04-22,18620,2021-11-01 02:49:57,3,"food, electronics, clothing",Pine Rd,Phoenix,62863,63,53,true
